L2_pred,L2
0,1023
1,1163
2,768
3,870
4,930
5,794
6,786
7,1219
8,789
9,1408
10,1047
11,1022
12,811
13,611
14,620
15,863
16,1489
17,950
18,809
19,752
20,921
21,1118
22,928
23,738
24,1257
25,678
26,1005
27,812
28,1065
29,1753
30,1278
31,800
32,989
33,1088
34,730
35,920
36,928
37,929
38,624
39,1227
40,818
41,613
42,731
43,2010
44,629
45,911
46,885
47,1644
48,870
49,1136
50,745
51,1349
52,942
53,823
54,522
55,905
56,1627
57,778
58,590
59,848
60,1414
61,764
62,765
63,1570
64,1089
65,916
66,1031
67,806
68,680
69,835
70,858
71,1015
72,1816
73,772
74,1602
75,1585
76,1071
77,1252
78,843
79,761
80,1064
81,825
82,692
83,1200
84,2481
85,817
86,666
87,807
88,1067
89,922
90,916
91,596
92,1160
93,1775
94,769
95,724
96,1389
97,1222
98,777
99,798
