L2_pred,L2
0,1035
1,924
2,613
3,706
4,1156
5,747
6,853
7,1152
8,1146
9,1107
10,989
11,816
12,1724
13,1260
14,653
15,916
16,1419
17,1337
18,830
19,765
20,777
21,622
22,1085
23,1438
24,752
25,806
26,1497
27,688
28,695
29,1540
30,635
31,813
32,1021
33,737
34,1362
35,1106
36,969
37,782
38,747
39,664
40,918
41,1046
42,926
43,689
44,573
45,1077
46,848
47,1063
48,971
49,1208
50,1334
51,723
52,785
53,1598
54,1116
55,832
56,760
57,734
58,850
59,1312
60,1025
61,1081
62,1017
63,904
64,952
65,798
66,782
67,1957
68,805
69,712
70,647
71,1523
72,1062
73,916
74,1442
75,1044
76,938
77,638
78,1102
79,735
80,748
81,1136
82,974
83,839
84,1436
85,893
86,695
87,2513
88,935
89,1482
90,967
91,777
92,670
93,516
94,1757
95,939
96,920
97,931
98,1063
99,1482
