L2_pred,L2
0,624
1,728
2,1025
3,995
4,877
5,805
6,1428
7,848
8,657
9,705
10,1296
11,872
12,843
13,856
14,656
15,767
16,731
17,762
18,558
19,671
20,1013
21,677
22,1328
23,1498
24,742
25,1212
26,1070
27,670
28,1344
29,1924
30,1227
31,1206
32,1169
33,3115
34,700
35,1191
36,718
37,1009
38,1118
39,869
40,1016
41,634
42,1028
43,984
44,858
45,754
46,876
47,1665
48,774
49,1048
50,1381
51,3092
52,937
53,946
54,748
55,724
56,1085
57,895
58,952
59,939
60,1308
61,1077
62,903
63,765
64,892
65,1645
66,843
67,745
68,1323
69,1019
70,1033
71,1055
72,844
73,1145
74,1042
75,628
76,1123
77,721
78,589
79,643
80,1013
81,733
82,561
83,558
84,678
85,807
86,787
87,689
88,750
89,744
90,1565
91,724
92,998
93,1197
94,1308
95,1080
96,1341
97,1612
98,983
99,689
