L2_pred,L2
0,1755
1,780
2,940
3,838
4,754
5,894
6,1233
7,1048
8,1274
9,1282
10,1146
11,1033
12,794
13,871
14,646
15,955
16,1180
17,1599
18,744
19,954
20,767
21,1060
22,992
23,991
24,1009
25,812
26,986
27,882
28,1001
29,1002
30,1350
31,1040
32,759
33,758
34,1143
35,1039
36,776
37,621
38,796
39,585
40,1648
41,970
42,1040
43,630
44,708
45,1382
46,887
47,1054
48,933
49,1488
50,1782
51,511
52,745
53,597
54,846
55,676
56,1040
57,916
58,1807
59,1044
60,1065
61,991
62,1176
63,1385
64,1260
65,1050
66,2793
67,783
68,630
69,792
70,1547
71,1003
72,1563
73,759
74,1060
75,1104
76,1169
77,824
78,808
79,968
80,854
81,960
82,548
83,809
84,1052
85,1324
86,794
87,896
88,883
89,678
90,858
91,593
92,685
93,1376
94,599
95,750
96,749
97,720
98,1297
99,1052
