model_times,model_recall
0.042540,0.196533
0.061813,0.224133
0.180567,0.242033
0.284142,0.247933
0.641152,0.264467
0.993861,0.651233
0.996351,0.733833
1.002479,0.761067
1.006873,0.789767
1.018084,0.843833
1.030657,0.915100
