L2_pred,L2
0,1285
1,774
2,977
3,1141
4,803
5,835
6,1134
7,971
8,1342
9,1157
10,1608
11,833
12,693
13,1521
14,1409
15,640
16,1401
17,1241
18,774
19,1507
20,735
21,910
22,1153
23,710
24,1823
25,1425
26,1032
27,741
28,1642
29,1061
30,671
31,626
32,1071
33,799
34,1003
35,903
36,1164
37,584
38,708
39,651
40,729
41,898
42,829
43,663
44,1043
45,1185
46,1660
47,1627
48,591
49,1187
50,858
51,640
52,1924
53,776
54,1082
55,946
56,894
57,584
58,664
59,1373
60,1700
61,867
62,987
63,765
64,1253
65,660
66,821
67,960
68,688
69,759
70,996
71,693
72,750
73,1535
74,662
75,829
76,912
77,1074
78,680
79,663
80,929
81,662
82,957
83,715
84,995
85,1508
86,693
87,884
88,1088
89,902
90,863
91,1675
92,645
93,974
94,1518
95,773
96,1382
97,1106
98,1024
99,842
