L2_pred,L2
0,629
1,721
2,1005
3,991
4,573
5,671
6,953
7,798
8,1488
9,829
10,651
11,813
12,1220
13,1125
14,1370
15,699
16,608
17,808
18,799
19,662
20,846
21,1220
22,827
23,660
24,1335
25,776
26,1066
27,1046
28,1246
29,950
30,921
31,2094
32,1159
33,1148
34,1141
35,940
36,1368
37,1471
38,1063
39,891
40,1242
41,878
42,752
43,696
44,684
45,1034
46,989
47,952
48,990
49,966
50,900
51,671
52,1520
53,821
54,1547
55,1040
56,709
57,992
58,1492
59,798
60,634
61,1653
62,1312
63,910
64,882
65,669
66,576
67,590
68,1783
69,734
70,960
71,2120
72,606
73,750
74,819
75,792
76,1476
77,776
78,1354
79,851
80,774
81,755
82,838
83,920
84,1454
85,1009
86,739
87,1158
88,1468
89,1640
90,795
91,800
92,1122
93,703
94,921
95,1333
96,824
97,1599
98,690
99,957
