L2_pred,L2
0,1302
1,746
2,823
3,1449
4,833
5,767
6,823
7,1118
8,907
9,777
10,1655
11,855
12,1476
13,612
14,2000
15,1335
16,623
17,838
18,647
19,687
20,696
21,1393
22,630
23,1382
24,1331
25,962
26,709
27,985
28,865
29,945
30,666
31,942
32,1137
33,763
34,734
35,1505
36,781
37,729
38,1851
39,1401
40,1051
41,1317
42,1069
43,1086
44,1466
45,1309
46,816
47,951
48,1001
49,675
50,1222
51,1136
52,692
53,811
54,633
55,979
56,678
57,660
58,777
59,666
60,1215
61,1236
62,630
63,1154
64,889
65,1041
66,929
67,755
68,752
69,821
70,992
71,1487
72,716
73,1050
74,968
75,898
76,1542
77,1097
78,1157
79,1555
80,1048
81,1420
82,1060
83,942
84,855
85,906
86,814
87,973
88,912
89,1007
90,765
91,780
92,928
93,1068
94,825
95,918
96,1437
97,727
98,1313
99,743
