L2_pred,L2
0,764
1,1124
2,549
3,876
4,943
5,1176
6,1350
7,763
8,1404
9,870
10,909
11,642
12,627
13,685
14,831
15,732
16,724
17,794
18,1885
19,745
20,617
21,654
22,737
23,1484
24,889
25,1514
26,1741
27,786
28,1246
29,1774
30,625
31,950
32,769
33,1269
34,1206
35,816
36,1044
37,855
38,1333
39,649
40,986
41,1304
42,1183
43,938
44,1062
45,630
46,1997
47,702
48,1567
49,961
50,1377
51,1304
52,712
53,1162
54,568
55,1154
56,870
57,759
58,1218
59,1603
60,749
61,835
62,882
63,1398
64,857
65,1073
66,1185
67,1405
68,643
69,797
70,740
71,931
72,1160
73,730
74,1127
75,1313
76,1425
77,761
78,803
79,862
80,1174
81,1002
82,621
83,859
84,1024
85,1376
86,606
87,891
88,1393
89,768
90,1378
91,587
92,749
93,1227
94,829
95,609
96,1132
97,691
98,1112
99,888
