L2_pred,L2
0,735
1,1025
2,1499
3,748
4,1207
5,809
6,1078
7,1671
8,875
9,829
10,1455
11,918
12,537
13,665
14,1699
15,1120
16,759
17,893
18,759
19,917
20,894
21,791
22,1301
23,660
24,1226
25,794
26,713
27,735
28,631
29,904
30,1156
31,1125
32,931
33,1159
34,869
35,609
36,713
37,673
38,832
39,887
40,1242
41,1172
42,1229
43,1182
44,1100
45,1050
46,815
47,689
48,1193
49,1100
50,1095
51,995
52,1146
53,941
54,641
55,1347
56,684
57,1205
58,936
59,759
60,937
61,1543
62,696
63,1391
64,903
65,740
66,1017
67,765
68,876
69,792
70,1220
71,1073
72,1486
73,1433
74,881
75,777
76,1648
77,850
78,1120
79,883
80,1590
81,1333
82,633
83,786
84,1668
85,661
86,914
87,719
88,837
89,812
90,781
91,1483
92,815
93,779
94,936
95,2143
96,695
97,1012
98,1273
99,777
