L2_pred,L2
0,713
1,991
2,806
3,644
4,1069
5,756
6,675
7,836
8,812
9,1014
10,1025
11,863
12,904
13,908
14,674
15,968
16,1756
17,1012
18,768
19,1207
20,1082
21,776
22,1178
23,756
24,814
25,977
26,1055
27,1172
28,1468
29,944
30,1216
31,674
32,967
33,913
34,1050
35,1269
36,1145
37,1483
38,837
39,1226
40,2072
41,1838
42,1313
43,796
44,727
45,876
46,723
47,1191
48,916
49,1118
50,836
51,985
52,1026
53,1025
54,1107
55,991
56,808
57,858
58,1533
59,1503
60,730
61,664
62,928
63,817
64,916
65,767
66,1557
67,1190
68,955
69,663
70,873
71,1294
72,838
73,762
74,888
75,1161
76,719
77,1066
78,903
79,1194
80,1109
81,1005
82,1142
83,964
84,669
85,986
86,1038
87,1174
88,1006
89,914
90,1008
91,917
92,1158
93,936
94,1253
95,1139
96,877
97,740
98,657
99,778
