L2_pred,L2
0,1637
1,799
2,1002
3,745
4,908
5,1967
6,970
7,1737
8,745
9,764
10,937
11,1468
12,951
13,925
14,693
15,801
16,889
17,1021
18,978
19,1474
20,1302
21,707
22,747
23,697
24,585
25,675
26,696
27,915
28,716
29,1230
30,1235
31,1163
32,700
33,1197
34,1671
35,742
36,1114
37,1400
38,1054
39,1407
40,943
41,645
42,857
43,1347
44,1383
45,1078
46,863
47,1126
48,1158
49,859
50,1149
51,578
52,1326
53,703
54,1813
55,965
56,608
57,695
58,1367
59,1284
60,1151
61,1184
62,718
63,1007
64,981
65,948
66,779
67,674
68,1403
69,1141
70,824
71,1014
72,729
73,1071
74,766
75,1219
76,751
77,973
78,766
79,755
80,725
81,1085
82,1051
83,749
84,671
85,1219
86,765
87,830
88,1032
89,1062
90,1232
91,693
92,837
93,796
94,994
95,702
96,1085
97,1181
98,1436
99,890
