L2_pred,L2
0,876
1,777
2,803
3,889
4,1221
5,1184
6,711
7,1054
8,1318
9,1920
10,1338
11,811
12,924
13,1070
14,904
15,961
16,860
17,701
18,1203
19,1186
20,937
21,1176
22,848
23,1275
24,906
25,721
26,1156
27,665
28,602
29,611
30,772
31,1473
32,1314
33,1234
34,1444
35,878
36,1318
37,1373
38,872
39,960
40,836
41,835
42,734
43,833
44,832
45,1172
46,738
47,639
48,1408
49,1141
50,1924
51,1160
52,1004
53,1542
54,1576
55,703
56,1266
57,681
58,979
59,626
60,1331
61,1838
62,1470
63,1112
64,761
65,1234
66,1361
67,635
68,1160
69,1056
70,612
71,1308
72,611
73,999
74,904
75,1658
76,633
77,873
78,645
79,864
80,758
81,1085
82,763
83,682
84,1000
85,995
86,995
87,650
88,1117
89,730
90,524
91,529
92,731
93,1589
94,828
95,926
96,778
97,614
98,1098
99,668
