L2_pred,L2
0,1077
1,853
2,1101
3,1005
4,1052
5,851
6,836
7,1450
8,802
9,1006
10,712
11,736
12,1318
13,810
14,908
15,1268
16,725
17,1367
18,780
19,1157
20,845
21,914
22,930
23,760
24,515
25,1144
26,1087
27,1044
28,770
29,1205
30,1076
31,895
32,1331
33,914
34,963
35,904
36,917
37,1079
38,1006
39,785
40,562
41,1516
42,653
43,929
44,1060
45,816
46,730
47,1526
48,1620
49,797
50,607
51,959
52,1095
53,629
54,974
55,1409
56,827
57,742
58,1901
59,606
60,972
61,1175
62,1041
63,1171
64,1033
65,1621
66,938
67,1177
68,783
69,1080
70,880
71,1063
72,1149
73,661
74,777
75,731
76,1155
77,1439
78,1547
79,960
80,650
81,906
82,930
83,1083
84,818
85,1212
86,1983
87,727
88,816
89,1012
90,943
91,716
92,844
93,1079
94,684
95,857
96,1700
97,998
98,923
99,910
