L2_pred,L2
0,828
1,1067
2,1135
3,1361
4,1758
5,1409
6,1004
7,707
8,971
9,1233
10,682
11,606
12,986
13,1376
14,644
15,594
16,1114
17,990
18,1571
19,632
20,922
21,1660
22,820
23,779
24,1356
25,1943
26,1274
27,853
28,620
29,933
30,742
31,855
32,1371
33,655
34,657
35,894
36,956
37,1041
38,655
39,689
40,1263
41,988
42,1167
43,658
44,1020
45,953
46,1319
47,1194
48,976
49,851
50,1251
51,870
52,1586
53,876
54,710
55,1577
56,880
57,643
58,1042
59,944
60,1814
61,651
62,1593
63,672
64,1512
65,774
66,759
67,897
68,771
69,1070
70,963
71,1007
72,845
73,1346
74,762
75,615
76,1580
77,643
78,1248
79,1417
80,617
81,980
82,1202
83,878
84,802
85,918
86,1027
87,603
88,620
89,788
90,1026
91,776
92,832
93,1078
94,659
95,773
96,766
97,768
98,729
99,2108
