L2_pred,L2
0,1041
1,834
2,614
3,1102
4,1142
5,940
6,858
7,653
8,702
9,1106
10,1237
11,682
12,739
13,634
14,822
15,864
16,851
17,849
18,957
19,1369
20,551
21,788
22,1257
23,949
24,1410
25,646
26,1335
27,669
28,859
29,1110
30,1043
31,1713
32,1033
33,1033
34,1260
35,674
36,1384
37,998
38,1010
39,914
40,1673
41,1038
42,709
43,1416
44,1355
45,1240
46,890
47,888
48,1266
49,1229
50,872
51,1418
52,795
53,1088
54,801
55,1115
56,595
57,886
58,793
59,772
60,1723
61,726
62,620
63,990
64,816
65,774
66,1611
67,980
68,1130
69,874
70,709
71,1159
72,861
73,551
74,1225
75,720
76,802
77,2105
78,1797
79,1152
80,882
81,756
82,907
83,851
84,759
85,978
86,912
87,727
88,1120
89,628
90,859
91,977
92,856
93,1356
94,724
95,1228
96,1051
97,744
98,1989
99,900
