L2_pred,L2
0,767
1,2100
2,922
3,937
4,1150
5,758
6,1241
7,831
8,1398
9,831
10,734
11,892
12,734
13,864
14,678
15,1101
16,1050
17,833
18,1289
19,1025
20,1013
21,1162
22,819
23,934
24,744
25,1186
26,861
27,1477
28,1229
29,1197
30,923
31,809
32,874
33,587
34,1345
35,1479
36,876
37,1121
38,1363
39,902
40,1098
41,886
42,637
43,608
44,863
45,774
46,1083
47,652
48,966
49,972
50,789
51,560
52,859
53,1726
54,968
55,726
56,711
57,1685
58,723
59,1955
60,853
61,782
62,988
63,1273
64,759
65,1256
66,854
67,771
68,1039
69,1768
70,730
71,1635
72,904
73,1129
74,641
75,1169
76,720
77,760
78,1501
79,1231
80,1040
81,1778
82,1058
83,665
84,785
85,1532
86,805
87,615
88,785
89,1710
90,925
91,646
92,970
93,859
94,1021
95,745
96,588
97,1020
98,673
99,740
