L2_pred,L2
0,753
1,1382
2,684
3,908
4,766
5,1591
6,810
7,631
8,1108
9,792
10,1467
11,857
12,1040
13,961
14,830
15,1146
16,1006
17,1345
18,679
19,1063
20,990
21,620
22,2166
23,1504
24,912
25,830
26,693
27,1029
28,669
29,1536
30,2054
31,774
32,985
33,1792
34,822
35,1168
36,1145
37,626
38,637
39,629
40,1042
41,551
42,526
43,726
44,1207
45,1401
46,754
47,652
48,1269
49,968
50,650
51,973
52,1288
53,832
54,1017
55,704
56,734
57,876
58,826
59,628
60,1177
61,747
62,719
63,577
64,590
65,799
66,1392
67,928
68,1038
69,1604
70,938
71,982
72,712
73,1284
74,1544
75,674
76,1129
77,847
78,1016
79,558
80,1247
81,1053
82,1707
83,1020
84,1244
85,1186
86,691
87,1745
88,1342
89,658
90,910
91,894
92,796
93,1218
94,940
95,1871
96,622
97,934
98,995
99,648
