L2_pred,L2
0,1148
1,974
2,1079
3,1339
4,1344
5,863
6,614
7,1490
8,934
9,822
10,987
11,1551
12,1260
13,726
14,728
15,765
16,1068
17,817
18,987
19,1085
20,1183
21,687
22,978
23,794
24,1006
25,1610
26,1012
27,709
28,952
29,809
30,702
31,598
32,1030
33,1004
34,987
35,716
36,717
37,756
38,1040
39,1309
40,883
41,1514
42,1616
43,1259
44,882
45,594
46,874
47,870
48,1309
49,1075
50,624
51,726
52,996
53,1134
54,989
55,1443
56,1271
57,1179
58,817
59,757
60,636
61,918
62,608
63,1119
64,771
65,729
66,1632
67,746
68,1024
69,696
70,1348
71,1243
72,1096
73,1786
74,1080
75,1024
76,886
77,836
78,1027
79,816
80,785
81,698
82,847
83,831
84,1129
85,674
86,1820
87,829
88,1122
89,929
90,927
91,988
92,1030
93,701
94,715
95,1125
96,1554
97,1129
98,1352
99,802
