L2_pred,L2
0,1558
1,702
2,907
3,1470
4,802
5,709
6,861
7,722
8,949
9,837
10,1397
11,1238
12,875
13,1036
14,760
15,944
16,1023
17,1080
18,543
19,1511
20,707
21,735
22,1423
23,841
24,1167
25,527
26,584
27,1151
28,532
29,1468
30,656
31,1018
32,715
33,515
34,1374
35,1908
36,912
37,1735
38,1340
39,883
40,1415
41,881
42,1057
43,598
44,1118
45,1099
46,965
47,1106
48,822
49,918
50,1009
51,1643
52,975
53,720
54,677
55,1082
56,1047
57,535
58,1331
59,687
60,1294
61,885
62,914
63,1535
64,966
65,766
66,1256
67,1944
68,1274
69,672
70,896
71,1061
72,936
73,984
74,968
75,817
76,1044
77,775
78,733
79,1044
80,1748
81,879
82,1136
83,1000
84,778
85,1063
86,1793
87,674
88,534
89,1196
90,747
91,530
92,1064
93,660
94,742
95,913
96,745
97,729
98,1984
99,521
