L2_pred,L2
0,743
1,1067
2,1320
3,771
4,787
5,1015
6,664
7,772
8,1188
9,954
10,840
11,785
12,690
13,1451
14,718
15,870
16,566
17,1099
18,1095
19,1737
20,1296
21,1013
22,1032
23,750
24,856
25,1392
26,690
27,925
28,1105
29,843
30,1169
31,916
32,771
33,1058
34,1105
35,1090
36,1077
37,865
38,1232
39,1001
40,1257
41,1208
42,924
43,1080
44,816
45,708
46,808
47,1185
48,1090
49,1041
50,853
51,1577
52,618
53,909
54,1193
55,1636
56,912
57,1012
58,914
59,1691
60,601
61,825
62,739
63,783
64,770
65,921
66,1492
67,649
68,1311
69,741
70,742
71,1026
72,689
73,1216
74,920
75,654
76,714
77,1451
78,1127
79,1273
80,720
81,1592
82,1077
83,1405
84,1183
85,1091
86,978
87,1652
88,654
89,715
90,944
91,1283
92,749
93,1041
94,740
95,928
96,1066
97,862
98,1166
99,760
