model_times,model_recall
0.016525,0.168833
0.021112,0.223067
0.026923,0.314933
0.032317,0.376100
0.043283,0.458833
0.084549,0.680933
0.109543,0.777500
0.136727,0.864767
0.152837,0.906100
0.167668,0.952167
0.177667,0.983100
