model_times,model_recall
0.006917,0.182333
0.007849,0.244433
0.009039,0.344600
0.010029,0.409133
0.011816,0.501533
0.019455,0.718600
0.025485,0.802567
0.034144,0.882833
0.040588,0.923033
0.050226,0.963300
0.060243,0.992367
