model_times,model_recall
0.016004,0.169933
0.021176,0.222733
0.027934,0.315900
0.033591,0.371800
0.045290,0.451333
0.087274,0.669300
0.110612,0.770233
0.133425,0.860233
0.146318,0.904533
0.164365,0.953000
0.173620,0.982667
