model_times,model_recall
0.027689,0.164600
0.039251,0.191800
0.047987,0.227533
0.054768,0.251633
0.066823,0.293033
0.119738,0.438800
0.163673,0.547767
0.217761,0.677833
0.247879,0.760567
0.287395,0.881767
0.314527,0.965200
