model_times,model_recall
0.178485,0.003533
0.178738,0.006733
0.178849,0.014767
0.178891,0.022467
0.178964,0.039567
0.179521,0.142100
0.180202,0.231133
0.181551,0.373367
0.182889,0.492900
0.185528,0.695433
0.188802,0.880833
