model_times,model_recall
0.008328,0.208633
0.009551,0.262533
0.010187,0.320367
0.010889,0.357800
0.011701,0.387100
0.017587,0.505600
0.026702,0.595533
0.042325,0.693533
0.051458,0.762633
0.064623,0.864167
0.076813,0.948833
