model_times,model_recall
0.008953,0.161467
0.010184,0.203500
0.011017,0.252100
0.011727,0.285733
0.012989,0.338533
0.020628,0.508833
0.028231,0.591900
0.043041,0.680033
0.054757,0.740667
0.069996,0.856033
0.084496,0.956100
